voce/entry,titolo/title,sottitolo/subtitle,autore/author,genere/genre,metro/mode,luogo di pubblicazione/city,luogo di rappresentazione/location,editore/publisher,anno/year,formato/format,libretto,compositore/composer,traduzione/translation
"STATIRA. Dramma recitato nel Teatro di S. Cassiano di Venezia, l'anno 1705 — in Venezia, per Marino Rossetti. 1705 in 12. — Poesia di Apostolo Zeno, Veneziano, e Pietro Pariati, di Reggio. — Musica di Francesco Gasparini, Romano. Replicato l'anno 1730 in quello di Sant'Angiolo con qualche cambiamento, e colla Musica di Tommaso Albinoni, Veneziano. — in Venezia, per Alvise Valvasense. 1730 in 12.",Statira,,"<a href=""https://www.wikidata.org/wiki/Q349507"">Apostolo Zeno</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>","<a href=""https://www.wikidata.org/wiki/Q246429"">Teatro San Cassiano</a>","<a href=""https://www.wikidata.org/wiki/Q122599209"">Marino Rossetti</a>",1705,12,True,"<a href=""https://www.wikidata.org/wiki/Q446955"">Francesco Gasparini</a>",False
"STATIRA. Dramma per Musica. — in Milano, nella Stampa di Carlo Giuseppe Quinto. 1703 in 12. — di Giuseppe Gualuppi.",Statira,,Giuseppe Galuppi,dramma,,"<a href=""https://www.wikidata.org/wiki/Q490"">Milan</a>",,Carlo Giuseppe Quinto,1703,12,True,,False
"STATIRA. Dramma recitato nel Teatro di S. Gio. Gisostomo di Venezia l'anno 1742 — in Venezia, per Marino Rossetti. 1742 in 12. — Poesia del Dott. Carlo Goldoni, Veneziano. — Musica di Pietro Chiarini, Romano.",Statira,,"<a href=""https://www.wikidata.org/wiki/Q165534"">Carlo Goldoni</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>","<a href=""https://www.wikidata.org/wiki/Q3982047"">Teatro Malibran</a>","<a href=""https://www.wikidata.org/wiki/Q122599209"">Marino Rossetti</a>",1742,12,True,"<a href=""https://www.wikidata.org/wiki/Q1988191"">Pietro Chiarini</a>",False
"STATIRA. Tragedia. — in Bologna, per Gio. Domenico Moscatelli. 1617 in 4 — di Silvestro Branchi, Bolognese, detto il Costante nell'Accademia de' Ravveduti. — Gl'Intermedi sonò del medesimo Autore.",Statira,,Silvestro Branchi,tragedia,,"<a href=""https://www.wikidata.org/wiki/Q1891"">Bologna</a>",,Giovanni Domenico Moscatelli,1617,4,False,,False
"STATIRA PRINCIPESSA DI PERSIA. Dramma recitato nel Teatro de' SS. Gio. e Paolo di Venezia l'anno 1655 in Venezia, per Andrea Giuliani. 1656 in 8 — Poesia di Gio. Francesco Busenello, Veneziano. — Musica di Francesco Cavalli, Veneziano. — Replicato l'anno 1665 nel Teatro Guastavillani di Cologna. — Musica dello stesso Cavalli. — Fu stampato dopo la recita insieme colle Ore oziose del medesimo Autore.",Statira Principessa Di Persia,,"<a href=""https://www.wikidata.org/wiki/Q1386331"">Giovanni Francesco Busenello</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>","<a href=""https://www.wikidata.org/wiki/Q3982137"">Teatro Santi Giovanni e Paolo</a>",Andrea Giuliani,1655,8,True,"<a href=""https://www.wikidata.org/wiki/Q108062"">Francesco Cavalli</a>",False
"STATUA DEL ZELO APOSTOLICO ERETTA PER MANO DELLA DIVOZIONE. (Cantata a cinque voci) per la Solennità di S. Francesco di Sales. in Trapani, per Giovanni Adami. 1695 in 4 — di Filippo Clemente, di Trapani.",Statua Del Zelo Apostolico Eretta Per Mano Della Divozione,,Filippo Clemente,,,"<a href=""https://www.wikidata.org/wiki/Q13664"">Trapani</a>",,Giovanni Adamo,1695,4,False,,False
"STEFANELLO. Egloga Pastorale, cogl'Intermedi apparenti. — in Verona, per Sebastiano e Francesco dalle Donne Fratelli. 1593 in 8 — del Pastore Incognito.",Stefanello,,Pastore Incognito,egloga pastorale,,"<a href=""https://www.wikidata.org/wiki/Q2028"">Verona</a>",,Sebastiano e Francesco dalle Donne,1593,8,False,,False
"STELLA. Divota Rappresentazione di Stella, con un Miracolo di Nostra Donna. — in Firenze, alle Scale di Badia, senz'anno, in 4 — d'Incerte Autore.",Stella,,"<a href=""https://www.wikidata.org/wiki/Q24238356"">unknown</a>",divota rappresentazione,,"<a href=""https://www.wikidata.org/wiki/Q2044"">Florence</a>",,unknown,0,4,False,,False
"STELLA DIANA CONDOTTRICE DELL'ALBA FORIERA DEL SOLE. Dialogo per Musica. — in Roma, per il Zanobi. 1710 in 4 — di Giuseppe Cafora, di Palermo.",Stella Diana Condottrice Dell'Alba Foriera Del Sole,,Giuseppe Cafora,dialogo,,"<a href=""https://www.wikidata.org/wiki/Q220"">Rome</a>",,Zanobi,1710,4,True,,False
"STELLIDAURA VENDICANTE. Dramma per Musica. — in Napoli, per Carlo Porsile, 1678 1679 e 1685 in 12. — di Andrea Perucci, di Palermo. — La stessa trasportata in prosa, col seguente titolo. La Viva Sepolta, ovvero, la Stellidaura. — in Napoli, per Francesco Mollo. 1690 in 12. — da Francesco Massari.",Stellidaura Vendicante,,Andrea Perucci,dramma,prose,"<a href=""https://www.wikidata.org/wiki/Q2634"">Naples</a>",,Carlo Porsile,1685,12,True,,False
"STIAVA. Commedia (in prosa) — in Venezia, per Gabriel Giolito de' Ferrari, e Fratelli, 1556 in 12. — ed ivi, per Bernardo Giunti, 158. in 8 (in versi). — Poesia, e Prosa di Giammaria Cecchi, Fiorentino.",Stiava,,Giammaria Cecchi,commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,"<a href=""https://www.wikidata.org/wiki/Q1490296"">Gabriele Giolito de' Ferrari</a>",1556,12,False,,False
"STIMA E DICHI STIMA. Dramma recitato in Bologna l'anno 1624, nella Casa del Sig. Senator Volta. — Poesia di Santo Ognibene, Bolognese.",Stima E Dichi Stima,,Santo Ognibene,dramma,,,,unknown,1624,,False,,False
"STORDITO, ovvero, il Contrattempo. Commedia tradotta dal Francese di Mons. Moliere. — in Venezia, per Domenico Lovisa, 1728 in 12. — da Niccolò di Castelli.",Stordito,Il Contrattempo,"<a href=""https://www.wikidata.org/wiki/Q87180545"">Nicolò di Castelli</a>",commedia,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,"<a href=""https://www.wikidata.org/wiki/Q19569565"">Domenico Lovisa</a>",1728,12,False,,True
"STRACCALE. Egloga Rusticale di Parentado di Villa (di vario metro). — in Siena, per Francesco di Simone. 1548 in 8 — ed ivi. senza Stampatore. 1581 in 8 — di Pier'Antonio dello Stricca Legacci, della Congrega de' Rozzi di Siena.",Straccale,,"<a href=""https://www.wikidata.org/wiki/Q110164286"">Pierantonio Legacci</a>",egloga rusticale,,"<a href=""https://www.wikidata.org/wiki/Q2751"">Siena</a>",,unknown,1548,8,False,,False
"STRACCIONI. Commedia (in prosa). in Venezia, senza Stampatore, 1582 in 12. — ivi, per Aldo. 1589 in 12. — dedicata a Jacopo Manucci, Gentiluomo Fiorentino. — ed ivi, per Gio. Batista Combi, 1628 in 12. — e senza nome di Stampatore, nè anno, nè luogo, che però à Nupoli, e l'anno è il 1731 in 12, con altre quattro tutte antiche, cioè, la Catrina, col Mogliazzo di Francesco Berni, la Suocera di Benedetto Varchi, la Calandra di Bernardo Divizio da Bibiena, e la Idropica di Batista Guarini. — di Annibal Caro.",Straccioni,,"<a href=""https://www.wikidata.org/wiki/Q566851"">Annibale Caro</a>",commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,unknown,1582,12,False,,False
"STRAGE IN ONOR DELLE DONNE. Commedia Pastorale (in ottava rima). in Siena. senza Stampatore. 1547 in 8 — di Angiolo di Cenni, nella Congrega de' Rozzi detto il Risoluto.",Strage In Onor Delle Donne,,Angelo Cenni,commedia pastorale,verse,"<a href=""https://www.wikidata.org/wiki/Q2751"">Siena</a>",,unknown,1547,8,False,,False
"STRALI D'AMORE. Favola Pescatoria. — in Venezia, per Sebastiano Combi. 1612 in 12. — di Giambatista Ruffini.",Strali D'Amore,,Giambattista Ruffini,favola pescatoria,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,"<a href=""https://www.wikidata.org/wiki/Q108717253"">Sebastiano Combi</a>",1612,12,False,,False
"STRANI AVVENIMENTI. Commedia (in prosa). — in Catania, per Bonavventura la Rocca. 1666 in 12. — di Giuseppe Squillacci, di Catania.",Strani Avvenimenti,,Giuseppe Squillacci,commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q1903"">Catania</a>",,Bonavventura la Rocca,1666,12,False,,False
"STRAPAZZI. Commedia. — in Roma, per Guglielmo Faccioti, 1627 in 12. — di Giovanni Briccio, Romano, Pittore.",Strapazzi,,"<a href=""https://www.wikidata.org/wiki/Q3766896"">Giovanni Briccio</a>",commedia,,"<a href=""https://www.wikidata.org/wiki/Q220"">Rome</a>",,"<a href=""https://www.wikidata.org/wiki/Q55227318"">Guglielmo Facciotto</a>",1627,12,False,,False
"STRASCINO. Commedia Rusticale (in terza rima) in cui si contiene un pianto, che fanno quattro Contadini con un Cittadino. — in Venezia, per Marchiò Sessa. 1531 in 8 — in Siena, presso a S. Viglio adi 7 di Febbrajo 1546 ad instanzia di Giovanni di Alessandro Librajo. in 8 — ed in Firenze, nel Garbo, 1572 in 8 — di Niccolò Campani, Sanese, della Congrega de' Rozzi di Siena.",Strascino,,"<a href=""https://www.wikidata.org/wiki/Q3875842"">Niccolò Campani</a>",commedia rusticale,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,"<a href=""https://www.wikidata.org/wiki/Q88857353"">Melchiorre Sessa</a>",1531,8,False,,False
"STRATAGEMMI AMOROSI. Commedia (in prosa). — in Città di Castello, per Santi Mulinelli. 1628 in 8 — di Francesco Pier Guidi, Fiorentino.",Stratagemmi Amorosi,,Francesco Pier Guidi,commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q20413"">Città di Castello</a>",,Santi Mulinelli,1628,8,False,,False
"STRATAGEMMI AMOROSI. Dramma recitato nel Teatro di San Mosè di Venezia l'anno 1730 — in Venezia, per Marino Rossetti, 1730 in 12. — Poesia di Francesco Passerini, Veronese. — Musica di Tommaso Albinoni, Veneziano.",Stratagemmi Amorosi,,"<a href=""https://www.wikidata.org/wiki/Q97487808"">Francesco Passarini</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>","<a href=""https://www.wikidata.org/wiki/Q2575251"">Teatro San Moisè</a>","<a href=""https://www.wikidata.org/wiki/Q122599209"">Marino Rossetti</a>",1730,12,True,"<a href=""https://www.wikidata.org/wiki/Q174606"">Tomaso Albinoni</a>",False
"STRATAGEMMI DI BIANTE. Dramma per Musica rappresentato nel felicissimo dì Natalizio della Imperadrice Eleonora, per comando dell'Imperadore Leopoldo l'anno 1682 — in Vienna d'Austria, per Gio. Cristoforo Cosmerovio. 1682 in 8 — Poesia del Co. Niccolò Minato, Bergamasco. — Musica di Antonio Draghi, Ferrarese.",Stratagemmi Di Biante,,"<a href=""https://www.wikidata.org/wiki/Q1987241"">Nicolò Minato</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q1741"">Vienna</a>",,"<a href=""https://www.wikidata.org/wiki/Q104283372"">Johann Christoph Cosmerovius</a>",1682,8,True,"<a href=""https://www.wikidata.org/wiki/Q601855"">Antonio Draghi</a>",False
"STRATONICA. Dramma per Musica. in Firenze. senza Stampatore.in 8 — del Dott. Antonio Salvi, di Lucignano.",Stratonica,,"<a href=""https://www.wikidata.org/wiki/Q604920"">Antonio Salvi</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q2044"">Florence</a>",,unknown,0,8,True,,False
STRATONICA. Tragedia. — in Trento. senza Stampatore. 1652 in 8 — di Carlo Saracino.,Stratonica,,"<a href=""https://www.wikidata.org/wiki/Q938607"">Carlo Saraceni</a>",tragedia,,"<a href=""https://www.wikidata.org/wiki/Q33721822"">Trento</a>",,unknown,1652,8,False,,False
"STRATONICA. Tragicommedia (in prosa, e con gl'Intermezzi in verso) — in Viterbo, per Girolamo Discepolo. 1609 in 11. — ed in Venezia, per Marc'Antonio Zaltieri. 1626 in 12. — di Angelita Scaramuccia.",Stratonica,,"<a href=""https://www.wikidata.org/wiki/Q87188217"">Angelita Scaramuccia</a>",tragicommedia,prose,"<a href=""https://www.wikidata.org/wiki/Q13395"">Viterbo</a>",,"<a href=""https://www.wikidata.org/wiki/Q27485130"">Girolamo Discepolo</a>",1609,11,False,,False
"STRAVAGANTI SUCCESSI. Commedia (in prosa). — in Viterbo, per il Discepolo. 1623 in 12. — ed in Orvieto, per Palmerio Giannotti. 1666 in 12. — di Francesco Miedel, ovvero, Miedelchini.",Stravaganti Successi,,"<a href=""https://www.wikidata.org/wiki/Q112434208"">Francesco Maidalchini</a>",commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q13395"">Viterbo</a>",,"<a href=""https://www.wikidata.org/wiki/Q86599631"">Pietro Discepolo</a>",1623,12,False,,False
"STRAVAGANZA D'AMORE ED AMICIZIA. Tragicommedia (in prosa). in Napoli, per Ottavio Beltramo. 1643 in 12. — di Onofrio Giliberto, di Solofra.",Stravaganza D'Amore Ed Amicizia,,"<a href=""https://www.wikidata.org/wiki/Q18945697"">Onofrio Giliberto</a>",tragicommedia,prose,"<a href=""https://www.wikidata.org/wiki/Q2634"">Naples</a>",,"<a href=""https://www.wikidata.org/wiki/Q3887200"">Ottavio Beltrano</a>",1643,12,False,,False
"STRAVAGANZE D'AMORE. Commedia (in prosa). — in Venezia, per i Sessa. 1584 1587 e 1605 in 12. — ed ivi, per Pietro Bertano, 1613 in 12. — di Cristoforo Castelletti.",Stravaganze D'Amore,,"<a href=""https://www.wikidata.org/wiki/Q47193241"">Cristoforo Castelletti</a>",commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,"<a href=""https://www.wikidata.org/wiki/Q109647871"">Giovanni Battista Sessa</a>",1605,12,False,,False
"STRAVAGANZE D'AMORE. Commedia (in prosa). — in Napoli, per Ettore Cicconio. 1653 in 12. — di Francesco Zavoni.",Stravaganze D'Amore,,Francesco Zavoni,commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q2634"">Naples</a>",,Ettore Ciacconio,1653,12,False,,False
"STREGA. Commedia (in prosa, e in cinque Atti) — in Venezia, per Bernardo, e Fratelli Giunti. 1582 in 8 — ed ivi, per Giambatista Combi. 1628 in 12. — di Anton Francesco Grazzini, detto il Lasca, Fiorentino, da Staggia.",Strega,,"<a href=""https://www.wikidata.org/wiki/Q602056"">Antonio Francesco Grazzini</a>",commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,"<a href=""https://www.wikidata.org/wiki/Q21548264"">Bernardo Giunti</a>",1582,8,False,,False
"STROPPIATI. Commedia (in prosa) dedicata al famosissimo, ed antichissimo Mess. Pasquino di Roma. — in Venezia, per Alessandro de Vecchi. 1610 e 1612 in 12. — ed ivi, per Angiolo Salvadori. 1637 in 12. — del Dottor Virgilio Verrucci, Accademico Intrigato di Roma.",Stroppiati,,"<a href=""https://www.wikidata.org/wiki/Q30333055"">Virgilio Verucci</a>",commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,"<a href=""https://www.wikidata.org/wiki/Q113303831"">Alessandro de' Vecchi</a>",1612,12,False,,False
"STUDIO D'AMORE. Introduzione ad un Balletto nel felicissimo dì Natalizio della S. C. R. M. dell'Imperadrice Eleonora Maddalena Teresa, per comando della S. C. R. M. dell'Imperadore Leopoldo l'an. 1686. in Vienna, per Susanna Cristina, Vedova di Matteo Cosmerovio. 1686 in 4 — Poesia di Niccolò Minato, Bergamasco. — Musica di Antonio Draghi, Ferrarese.",Studio D'Amore,,"<a href=""https://www.wikidata.org/wiki/Q1987241"">Nicolò Minato</a>",introduzione,,"<a href=""https://www.wikidata.org/wiki/Q1741"">Vienna</a>",,"<a href=""https://www.wikidata.org/wiki/Q106080028"">Susanna Christina Cosmerovius</a>",1686,4,True,"<a href=""https://www.wikidata.org/wiki/Q601855"">Antonio Draghi</a>",False
"STUFFAJUOLO. Commedia (in versi) in Venezia, per Bernardo Giunti 1585 in 8 — di Giammaria Cecchi, Fiorentino.",Stuffajuolo,,"<a href=""https://www.wikidata.org/wiki/Q426305"">Giovanni Maria Cecchi</a>",commedia,verse,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,"<a href=""https://www.wikidata.org/wiki/Q21548264"">Bernardo Giunti</a>",1585,8,False,,False
"STUPORI PER LA NASCITA DEL SIGNORE. Oratorio. — in Napoli per il Muzio. 1700 in 4 ed in 8 — di Andrea Perucci, di Palermo.",Stupori Per La Nascita Del Signore,,Andrea Perucci,oratorio,,"<a href=""https://www.wikidata.org/wiki/Q2634"">Naples</a>",,"<a href=""https://www.wikidata.org/wiki/Q88163062"">Michele Luigi Muzio</a>",1700,4,False,,False
"SUCCESSI D'AMORE. Commedia (in prosa). — in Firenze, nella Stamperia del Landini, 1633 in 12. — di Flamminio Ruschi, Pisano.",Successi D'Amore,,Flamminio Ruschi,commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q2044"">Florence</a>",,Landini,1633,12,False,,False
"SUCCESSI DI ERMINIA. Intermedi cinque (in versi sciolti) cavati dalla Gerusalemme del Tasso. — in Venezia, per Antonio Pinelli. 1615 in 12. — di Tobia de' Ferrari, Genovese.",Successi Di Erminia,,Tobia de' Ferrari,intermedi cinque,verse,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,"<a href=""https://www.wikidata.org/wiki/Q109471792"">Antonio Pinelli</a>",1615,12,False,,False
"SVENTURA FELICE. Pastorale Eroica recitata in Verona nel Teatro Filarmonico la Fiera di Maggio dell'anno 1736 dedicata alle Nobili Dame della stessa Città. — in Verona, per Dionigi Ramanzini. 1736 in 8 — di Domenico Maria Creta. — E lo stesso, che col titolo di Filindo fu recitato in Bologna l'anno 1728.",Sventura Felice,,Domenico Maria Creta,pastorale eroica,,"<a href=""https://www.wikidata.org/wiki/Q2028"">Verona</a>","<a href=""https://www.wikidata.org/wiki/Q3527898"">Teatro Filarmonico</a>",Dionigi Ramanzini,1736,8,False,,False
"SVENTURE AVVENTURATE. Dramma per Musica, rappresentato nel Teatro dell'Illustrissima Accademia di Brescia l'anno 1677 — in Verona, nella Stamperia nuova, per Antonio Rossi. 1677. in 12. — di Carlo Maria Micheli, Veronese.",Sventure Avventurate,,Carlo Maria Micheli,dramma,,"<a href=""https://www.wikidata.org/wiki/Q2028"">Verona</a>",Teatro dell'Accademia di Brescia,"<a href=""https://www.wikidata.org/wiki/Q118733461"">Antonio Rossi</a>",1677,12,True,,False
"SVENTURATE GRANDEZZE DI ORONTE. Opera Tragicomica (in prosa). — in Roma, per Michel dell'Abate Ercole. 1677 in 12. — Marco Amerighi.",Sventurate Grandezze Di Oronte,,Marco Amerighi,opera tragicomica,prose,"<a href=""https://www.wikidata.org/wiki/Q220"">Rome</a>",,Michel dell'Abate Ercole,1677,12,False,,False
"SVENTURE DI ERMINIA. Tragedia. — in Napoli, per Secondino Roncagliolo. 1629 in 12. — di Marc'Antonio Perillo, Ingelosito Accademico Incauto.",Sventure Di Erminia,,Marc'Antonio Perillo,tragedia,,"<a href=""https://www.wikidata.org/wiki/Q2634"">Naples</a>",,"<a href=""https://www.wikidata.org/wiki/Q93432255"">Secondino Roncagliolo</a>",1629,12,False,,False
"SVIATO CONVERTITO. Tragedia Spirituale. — in Firenze, per Zanobi Pignoni, e Compagni. 1614 in 8 — di Fra Nicodemo di Fiorenza, Minor Osserv.",Sviato Convertito,,Nicodemo di Fiorenza,tragedia spirituale,,"<a href=""https://www.wikidata.org/wiki/Q2044"">Florence</a>",,"<a href=""https://www.wikidata.org/wiki/Q109771510"">Zanobi di Francesco Pignoni</a>",1614,8,False,,False
"SULAMITIDE. Boschereccia Sacra. in Roma. senza Stampatore 1731 in 8 — ed in Bologna, senza Stampatore. 1733 in 8 — di Neralco P.A. cioè, Monsign. Giuseppe Ercolani, di Sinigaglia.",Sulamitide,,"<a href=""https://www.wikidata.org/wiki/Q3770909"">Giuseppe Maria Ercolani</a>",boschereccia sacra,,"<a href=""https://www.wikidata.org/wiki/Q220"">Rome</a>",,unknown,1731,8,False,,False
"SULPIZIA. Dramma per Musica rappresentato nel Giorno Natalizio della Imperadrice Eleonora, per comando della Sereniss. Arciduchessa Marianna l'anno 1672 — in Vienna d'Austria, per Matteo Cosmerovio. 1672 in 8 — Poesia del Co. Niccolò Minato, Bergamasco. — Musica di Antonio Draghi, Ferrarese. — Replicato l'anno 1697 nel Giorno Natalizio dell'Imperadore Leopoldo, per comando della stessa Imperadrice Eleonora. — in Vienna d'Austria, per Susanna Cristina Vedova di Matteo Cosmerovio. 1697 in 8 — Poesia, e Musica de' suddetti.",Sulpizia,,"<a href=""https://www.wikidata.org/wiki/Q1987241"">Nicolò Minato</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q1741"">Vienna</a>",,"<a href=""https://www.wikidata.org/wiki/Q55125046"">Matthäus Cosmerovius</a>",1672,8,True,"<a href=""https://www.wikidata.org/wiki/Q601855"">Antonio Draghi</a>",False
"SULPIZIA FEDELE. Dramma recitato nel Teatro di San Samuele di Venezia nella Fiera dell'Ascensione dell'anno 1729 — in Venezia, per Carlo Buonarrigo. 1729 in 12. — Poesia di Domenico Lalli, Napoletano, e Giovanni Boldini, Veneziano. — Musica di Antonio Pollaroli, Veneziano.",Sulpizia Fedele,,"<a href=""https://www.wikidata.org/wiki/Q1237180"">Domenico Lalli</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>","<a href=""https://www.wikidata.org/wiki/Q1057412"">Teatro San Samuele</a>",Carlo Buonarrigo,1729,12,True,"<a href=""https://www.wikidata.org/wiki/Q604310"">Antonio Pollarolo</a>",False
"SULTANA. Commedia (in prosa). in Parigi, per Niccolò della Vigna. 1612 in 8 — di Giambatista Andreini, Fiorentino.",Sultana,,"<a href=""https://www.wikidata.org/wiki/Q1134183"">Giambattista Andreini</a>",commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q90"">Paris</a>",,Niccolò della Vigna,1612,8,False,,False
"SUOCERA. Commedia (in prosa) in Firenze, per i Giunti. 1549 in 12. — in Venezia, per il Giolito. 1561 in 12. — ed in Firenze, per Bartolommeo Sermartelli. 1569 in 8 con altre cinque. — di Benedetto Varchi, Fiorentino, da Monte Varchi.",Suocera,,"<a href=""https://www.wikidata.org/wiki/Q176833"">Benedetto Varchi</a>",commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q2044"">Florence</a>",,"<a href=""https://www.wikidata.org/wiki/Q1490296"">Gabriele Giolito de' Ferrari</a>",1549,12,False,,False
"SUPERBIA DELL'UOMO ABBATTUTA DAL TEMPO. Rappresentazione ideale (in prosa) per divertimento Carnevalesco, in cui con ombre trasparenti si rappresentano in un Casotto in Piazza di San Marco le vicende del Mondo, pubblicata a fine che meglio si comprenda la intenzione dell'Autore. — in Venezia, senza Stampatore. 1729 in 12. — d'Incerto Autore.",Superbia Dell'Uomo Abbattuta Dal Tempo,,"<a href=""https://www.wikidata.org/wiki/Q24238356"">unknown</a>",rappresentazione,prose,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,unknown,1729,12,False,,False
"SUPERBIA GASTIGATA in Aman gran Favorito di Assuero Monarca della Siria. — Oratorio (a cinque voci). — in Milano, per Marc'Antonio Pandolfo Malatesta. 1717 in 12. — di Carlo Giuseppe Cornacchia, di Casale.",Superbia Gastigata In Aman Gran Favorito Di Assuero Monarca Della Siria,,Carlo Giuseppe Cornacchia,oratorio,,"<a href=""https://www.wikidata.org/wiki/Q490"">Milan</a>",,"<a href=""https://www.wikidata.org/wiki/Q105946318"">Marco Antonio Pandolfo Malatesta</a>",1717,12,False,,False
"SUPPOSITI. Commedia (in prosa, e in verso, in cinque Atti). — in Roma. senza Stampatore. 1524 adi 27 di Settembre. in 12. — in Venezia, per Niccolò d'Aristotile, detto Zoppino. 1525 in 12, in prosa, ove è detta Soppositi. — ivi, per il Bindoni, e Pasini. 1526 e 1542 in 8 in prosa, col nome di Soppositi. — ivi, per Marchiò Sessa, 1536 in 8 — ivi, per Gabriele Giolito de' Ferrari. 1551 e 1562 in 12, con altre quattro. — ivi, per gli Eredi di Bartolommeo Rubini. 1587 in 12. — in prosa. — ivi, per Daniele Bissuccio. 1602 in 8 — ed ivi, per Stefano Orlandini. 1730 in fogl. — di Lodovico Ariosto, Ferrarese.",Suppositi,,"<a href=""https://www.wikidata.org/wiki/Q48900"">Ludovico Ariosto</a>",commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q220"">Rome</a>",,unknown,1525,12,False,,False
"SUSANNA. Dialogo per Musica. — in Napoli, per Carlo Porsile. 1686 in 8 — di Andrea Perucci, di Palermo.",Susanna,,Andrea Perucci,dialogo,,"<a href=""https://www.wikidata.org/wiki/Q2634"">Naples</a>",,Carlo Porsile,1686,8,True,,False
"SUSANNA. Santa. Rappresentazione di Santa Susanna. — in Siena, senza Stampatore, ed anno. in 4 — d'Incerto Autore.",Susanna,,"<a href=""https://www.wikidata.org/wiki/Q24238356"">unknown</a>",santa,,"<a href=""https://www.wikidata.org/wiki/Q2751"">Siena</a>",,unknown,0,4,False,,False
"SUSANNA. Tragedia. — in Roma, per Lodovico Grignani. 1632 in 8 — di Decio Memmoli.",Susanna,,"<a href=""https://www.wikidata.org/wiki/Q24251172"">Decio Memmoli</a>",tragedia,,"<a href=""https://www.wikidata.org/wiki/Q220"">Rome</a>",,"<a href=""https://www.wikidata.org/wiki/Q55228486"">Lodovico Grignani</a>",1632,8,False,,False
"SUSANNA. Tragedia. — in Palermo, per Giambatista Maringo. 1633 in 12. — del P. Ortensio Scamacca, Siciliano di Lentini, della Comp. di Gesù.",Susanna,,Ortensio Scamacca,tragedia,,"<a href=""https://www.wikidata.org/wiki/Q2656"">Palermo</a>",,"<a href=""https://www.wikidata.org/wiki/Q107379881"">Giovanni Battista Maringo</a>",1633,12,False,,False
"SUSANNA. Tragedia Sacra, con quattro Intermedi dell'Istoria di Susanna. in Venezia, per Bernardo Giunti, e Giambatista Ciotti. 1610 in 12. — di Cataldo Antonio Mannarino.",Susanna,,"<a href=""https://www.wikidata.org/wiki/Q3663234"">Cataldo Antonio Mannarino</a>",tragedia sacra,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,"<a href=""https://www.wikidata.org/wiki/Q21548264"">Bernardo Giunti</a>",1610,12,False,,False
"SUSANNA VERGINE E MARTIRE, (Santa). Tragedia Sacra. — in Palermo, per Giovanni Adamo. 1696 in 8 — del Dottor Francesco Gemma, di Biancavilla.",Santa Susanna Vergine E Martire,,Francesco Gemma,tragedia sacra,,"<a href=""https://www.wikidata.org/wiki/Q2656"">Palermo</a>",,Giovanni Adamo,1696,8,False,,False
"SUSANNA VERGINE E MARTIRE, (Santa). Opera Sacra (in prosa). — in Bologna, per Gioseffo Longhi. 1689 in 12. — di Giuseppe Berneri, Romano.",Santa Susanna Vergine E Martire,,"<a href=""https://www.wikidata.org/wiki/Q3770101"">Giuseppe Berneri</a>",opera sacra,prose,"<a href=""https://www.wikidata.org/wiki/Q1891"">Bologna</a>",,"<a href=""https://www.wikidata.org/wiki/Q98645100"">Giuseppe Longhi</a>",1689,12,False,,False
